AND,,OR,,S/W Options
X2,,FF1,,HAC
PR,,FS1,,HG
HE,,FU1,,D1
HC,,KF22,,D3
A,,KS21,,D4
J12,,SU22,,C1
"A,J12",,KU22,,C2
P1,,SF2,,C3
P2,,SU21,,CA
P7,,FS15,,CB
"HE,P1",,KN26,,CC
"HE,P2",,KS26,,CD
"HE,P7",,SS26,,EE
"HE,PR",,K1,,PE3
"HE,X2",,K2,,M01
N4,,K5,,M11
,,N4,,M15
,,K6,,T12
,,,,T13
,,,,T11
,,,,T01
,,,,T05
,,,,T06
,,,,T07
,,,,T08
,,,,T15
,,,,JH01
,,,,JH03
,,,,JH04
