Name 1,Posting Date,Material,Material Description,Cost Center,Movement Type Text,Sales Order,Order,Network,Qty in Un. of Entry,Unit of Entry,Purchase Order,Customer,Vendor,Consumption,Storage Location,Special Stock,Movement Type,Trans./Event Type,Plant,Material Document,Material Doc.Item,Asset,Subnumber,Counter,Routing number for operations,Document Header Text,Document Date,Qty in OPUn,Order Price Unit,Order Unit,Qty in order unit,Company Code,Valuation Type,Batch,Entry Date,Time of Entry,Amount in LC,Smart Number,Item,Ext. Amount in Local Currency,Sales Value,Reason for Movement,Sales Order Schedule,Sales Order Item,Movement indicator,Receipt Indicator,Sales Order,Sales order item,Base Unit of Measure,Quantity,Material Doc. Year,Operation/Activity,WBS Element,Reservation,Item No.Stock Transfer Reserv.,Debit/Credit Ind.,User name,Sales Value inc. VAT,Currency,Goods Receipt/Issue Slip,Item automatically created,Reference,Original Line Item,Multiple Account Assignment
YIL,11/30/2023,CPA110Y_0000000007,Bottom works: CPA110Y-NFS5G-9NNNN,,GR for PO,,,,4,ST,4511282979,,V1000006,,9002,,907,WE,2Q00,5036131092,1,,,0,0,T;INBLR4;8893923,11/21/2023,4,ST,ST,4,2Q00,,,11/30/2023,2:31:13 PM,"90,581.28",,10,0.00,0.00,0,0,0,B,,,0,ST,4,2023,,,0,0,S,30038064,0.00,INR,,,0186733001,0,
YIL,11/30/2023,CPA110Y_0000000010,Bottom works: CPA110Y-NHSNN-NNNNN/K3,,GR for PO,,,,1,ST,4511282979,,V1000006,,9002,,907,WE,2Q00,5036131092,2,,,0,0,T;INBLR4;8893923,11/21/2023,1,ST,ST,1,2Q00,,,11/30/2023,2:31:13 PM,"14,830.52",,20,0.00,0.00,0,0,0,B,,,0,ST,1,2023,,,0,0,S,30038064,0.00,INR,,,0186733001,0,
YIL,11/30/2023,CPA110Y_0000000011,Bottom works: CPA110Y-NMSNN-NNNNN/K3,,GR for PO,,,,1,ST,4511282979,,V1000006,,9002,,907,WE,2Q00,5036131092,4,,,0,0,T;INBLR4;8893923,11/21/2023,1,ST,ST,1,2Q00,,,11/30/2023,2:31:13 PM,"14,830.52",,40,0.00,0.00,0,0,0,B,,,0,ST,1,2023,,,0,0,S,30038064,0.00,INR,,,0186733001,0,
YIL,11/30/2023,CPA110Y_0000000254,Bottom works: CPA110Y-NMSNN-NNNNN,,GR for PO,,,,18,ST,4511282979,,V1000006,,9002,,907,WE,2Q00,5036131092,3,,,0,0,T;INBLR4;8893923,11/21/2023,18,ST,ST,18,2Q00,,,11/30/2023,2:31:13 PM,"207,158.76",,30,0.00,0.00,0,0,0,B,,,0,ST,18,2023,,,0,0,S,30038064,0.00,INR,,,0186733001,0,
YIL,11/30/2023,CPA430Y_0000000058,Bottom works: CPA430Y-NASNN-NNNNN/A1,,GR for PO,,,,8,ST,4511458547,,V1000006,,9002,,907,WE,2Q00,5036131092,5,,,0,0,T;INBLR4;8893923,11/21/2023,8,ST,ST,8,2Q00,,,11/30/2023,2:31:13 PM,"114,415.04",,50,0.00,0.00,0,0,0,B,,,0,ST,8,2023,,,0,0,S,30038064,0.00,INR,,,0186733001,0,
YIL,11/29/2023,F9900RE,TAG PLATE,,GR for PO,,,,"1,000",ST,4511429869,,V1000007,,9002,,907,WE,2Q00,5036117690,5,,,0,0,,11/21/2023,"1,000",ST,ST,"1,000",2Q00,,,11/29/2023,7:06:31 PM,"14,650.00",,120,0.00,0.00,0,0,0,B,,,0,ST,"1,000",2023,,,0,0,S,30038064,0.00,INR,,,0186733005,0,
YIL,11/29/2023,F9900RE,TAG PLATE,,GR for PO,,,,"1,000",ST,4511428759,,V1000007,,9002,,907,WE,2Q00,5036117690,3,,,0,0,,11/21/2023,"1,000",ST,ST,"1,000",2Q00,,,11/29/2023,7:06:31 PM,"14,650.00",,190,0.00,0.00,0,0,0,B,,,0,ST,"1,000",2023,,,0,0,S,30038064,0.00,INR,,,0186733005,0,
YIL,11/29/2023,F9900RE,TAG PLATE,,GR for PO,,,,"1,000",ST,4511428758,,V1000007,,9002,,907,WE,2Q00,5036117690,1,,,0,0,,11/21/2023,"1,000",ST,ST,"1,000",2Q00,,,11/29/2023,7:06:31 PM,"14,650.00",,250,0.00,0.00,0,0,0,B,,,0,ST,"1,000",2023,,,0,0,S,30038064,0.00,INR,,,0186733005,0,
YIL,11/29/2023,F9900RS,PLATE,,GR for PO,,,,"1,000",ST,4511429869,,V1000007,,9002,,907,WE,2Q00,5036117690,6,,,0,0,,11/21/2023,"1,000",ST,ST,"1,000",2Q00,,,11/29/2023,7:06:31 PM,"18,720.00",,150,0.00,0.00,0,0,0,B,,,0,ST,"1,000",2023,,,0,0,S,30038064,0.00,INR,,,0186733005,0,
YIL,11/29/2023,F9900RS,PLATE,,GR for PO,,,,"1,000",ST,4511428759,,V1000007,,9002,,907,WE,2Q00,5036117690,4,,,0,0,,11/21/2023,"1,000",ST,ST,"1,000",2Q00,,,11/29/2023,7:06:31 PM,"18,720.00",,220,0.00,0.00,0,0,0,B,,,0,ST,"1,000",2023,,,0,0,S,30038064,0.00,INR,,,0186733005,0,
YIL,11/29/2023,F9900RS,PLATE,,GR for PO,,,,"1,000",ST,4511428758,,V1000007,,9002,,907,WE,2Q00,5036117690,2,,,0,0,,11/21/2023,"1,000",ST,ST,"1,000",2Q00,,,11/29/2023,7:06:31 PM,"18,720.00",,280,0.00,0.00,0,0,0,B,,,0,ST,"1,000",2023,,,0,0,S,30038064,0.00,INR,,,0186733005,0,
YIL,11/29/2023,F9903BD,VENT PLUG,,GR for PO,,,,10,ST,4511471269,,V1000007,,9002,,907,WE,2Q00,5036117690,8,,,0,0,,11/21/2023,10,ST,ST,10,2Q00,,,11/29/2023,7:06:31 PM,"2,842.70",,230,0.00,0.00,0,0,0,B,,,0,ST,10,2023,,,0,0,S,30038064,0.00,INR,,,0186733005,0,
YIL,11/29/2023,F9903BD,VENT PLUG,,GR for PO,,,,10,ST,4511471268,,V1000007,,9002,,907,WE,2Q00,5036117690,13,,,0,0,,11/21/2023,10,ST,ST,10,2Q00,,,11/29/2023,7:06:31 PM,"2,842.70",,290,0.00,0.00,0,0,0,B,,,0,ST,10,2023,,,0,0,S,30038064,0.00,INR,,,0186733005,0,
YIL,11/29/2023,F9903CM,VENT SCREW,,GR for PO,,,,10,ST,4511471269,,V1000007,,9002,,907,WE,2Q00,5036117690,9,,,0,0,,11/21/2023,10,ST,ST,10,2Q00,,,11/29/2023,7:06:31 PM,"1,669.80",,250,0.00,0.00,0,0,0,B,,,0,ST,10,2023,,,0,0,S,30038064,0.00,INR,,,0186733005,0,
YIL,11/29/2023,F9903CM,VENT SCREW,,GR for PO,,,,10,ST,4511471268,,V1000007,,9002,,907,WE,2Q00,5036117690,14,,,0,0,,11/21/2023,10,ST,ST,10,2Q00,,,11/29/2023,7:06:31 PM,"1,669.80",,310,0.00,0.00,0,0,0,B,,,0,ST,10,2023,,,0,0,S,30038064,0.00,INR,,,0186733005,0,
YIL,11/29/2023,F9903CZ,PLUG,,GR for PO,,,,10,ST,4511471268,,V1000007,,9002,,907,WE,2Q00,5036117690,12,,,0,0,,11/21/2023,10,ST,ST,10,2Q00,,,11/29/2023,7:06:31 PM,"2,109.70",,270,0.00,0.00,0,0,0,B,,,0,ST,10,2023,,,0,0,S,30038064,0.00,INR,,,0186733005,0,
YIL,11/29/2023,F9903CZ,PLUG,,GR for PO,,,,10,ST,4511471269,,V1000007,,9002,,907,WE,2Q00,5036117690,7,,,0,0,,11/21/2023,10,ST,ST,10,2Q00,,,11/29/2023,7:06:31 PM,"2,109.70",,210,0.00,0.00,0,0,0,B,,,0,ST,10,2023,,,0,0,S,30038064,0.00,INR,,,0186733005,0,
YIL,11/29/2023,F9913VF,COVER,,GR for PO,,,,120,ST,4511471268,,V1000007,,9002,,907,WE,2Q00,5036117690,11,,,0,0,,11/21/2023,120,ST,ST,120,2Q00,,,11/29/2023,7:06:31 PM,"64,806.00",,50,0.00,0.00,0,0,0,B,,,0,ST,120,2023,,,0,0,S,30038064,0.00,INR,,,0186733005,0,
YIL,11/29/2023,F9913VS,METER COVER,,GR for PO,,,,60,ST,4511471268,,V1000007,,9002,,907,WE,2Q00,5036117690,10,,,0,0,,11/21/2023,60,ST,ST,60,2Q00,,,11/29/2023,7:06:31 PM,"25,951.80",,20,0.00,0.00,0,0,0,B,,,0,ST,60,2023,,,0,0,S,30038064,0.00,INR,,,0186733005,0,
YIL,11/29/2023,F9273CZ,BOLT,,GR for PO,,,,"1,000",ST,4511430042,,V1000007,,9002,,907,WE,2Q00,5036117688,6,,,0,0,,11/21/2023,"1,000",ST,ST,"1,000",2Q00,,,11/29/2023,7:06:29 PM,"19,540.00",,10,0.00,0.00,0,0,0,B,,,0,ST,"1,000",2023,,,0,0,S,30038064,0.00,INR,,,0186733003,0,
YIL,11/29/2023,F9900GC,SCREW (for CASE),,GR for PO,,,,"1,000",ST,4511430042,,V1000007,,9002,,907,WE,2Q00,5036117688,7,,,0,0,,11/21/2023,"1,000",ST,ST,"1,000",2Q00,,,11/29/2023,7:06:29 PM,"1,630.00",,30,0.00,0.00,0,0,0,B,,,0,ST,"1,000",2023,,,0,0,S,30038064,0.00,INR,,,0186733003,0,
YIL,11/29/2023,F9900TM,COVER FLANGE (for 3rd party's DFS),,GR for PO,,,,21,ST,4511471311,,V1000007,,9002,,907,WE,2Q00,5036117688,9,,,0,0,,11/21/2023,21,ST,ST,21,2Q00,,,11/29/2023,7:06:29 PM,"35,100.66",,140,0.00,0.00,0,0,0,B,,,0,ST,21,2023,,,0,0,S,30038064,0.00,INR,,,0186733003,0,
YIL,11/29/2023,F9900TM,COVER FLANGE (for 3rd party's DFS),,GR for PO,,,,21,ST,4511471530,,V1000007,,9002,,907,WE,2Q00,5036117688,8,,,0,0,,11/21/2023,21,ST,ST,21,2Q00,,,11/29/2023,7:06:29 PM,"35,100.66",,160,0.00,0.00,0,0,0,B,,,0,ST,21,2023,,,0,0,S,30038064,0.00,INR,,,0186733003,0,
YIL,11/29/2023,F9920BN,AMP ASSY,,GR for PO,,,,180,ST,4511404263,,V1000007,,9002,,907,WE,2Q00,5036117688,2,,,0,0,,11/21/2023,180,ST,ST,180,2Q00,,,11/29/2023,7:06:29 PM,"390,740.40",,190,0.00,0.00,0,0,0,B,,,0,ST,180,2023,,,0,0,S,30038064,0.00,INR,,,0186733003,0,
YIL,11/29/2023,F9920BN,AMP ASSY,,GR for PO,,,,180,ST,4511404262,,V1000007,,9002,,907,WE,2Q00,5036117688,3,,,0,0,,11/21/2023,180,ST,ST,180,2Q00,,,11/29/2023,7:06:29 PM,"390,740.40",,260,0.00,0.00,0,0,0,B,,,0,ST,180,2023,,,0,0,S,30038064,0.00,INR,,,0186733003,0,
YIL,11/29/2023,F9920BQ,AMP ASSY,,GR for PO,,,,180,ST,4511404262,,V1000007,,9002,,907,WE,2Q00,5036117688,4,,,0,0,,11/21/2023,180,ST,ST,180,2Q00,,,11/29/2023,7:06:29 PM,"390,576.60",,270,0.00,0.00,0,0,0,B,,,0,ST,180,2023,,,0,0,S,30038064,0.00,INR,,,0186733003,0,
YIL,11/29/2023,F9920TP,TERMINAL ASSY,,GR for PO,,,,90,ST,4511430041,,V1000007,,9002,,907,WE,2Q00,5036117688,5,,,0,0,,11/21/2023,90,ST,ST,90,2Q00,,,11/29/2023,7:06:29 PM,"57,744.00",,90,0.00,0.00,0,0,0,B,,,0,ST,90,2023,,,0,0,S,30038064,0.00,INR,,,0186733003,0,
YIL,11/29/2023,F9920TP,TERMINAL ASSY,,GR for PO,,,,90,ST,4511404265,,V1000007,,9002,,907,WE,2Q00,5036117688,1,,,0,0,,11/21/2023,90,ST,ST,90,2Q00,,,11/29/2023,7:06:29 PM,"57,744.00",,90,0.00,0.00,0,0,0,B,,,0,ST,90,2023,,,0,0,S,30038064,0.00,INR,,,0186733003,0,
YIL,11/29/2023,F9920BN,AMP ASSY,,GR for PO,,,,180,ST,4511404264,,V1000007,,9002,,907,WE,2Q00,5036117687,1,,,0,0,,11/21/2023,180,ST,ST,180,2Q00,,,11/29/2023,7:06:28 PM,"390,740.40",,100,0.00,0.00,0,0,0,B,,,0,ST,180,2023,,,0,0,S,30038064,0.00,INR,,,0186732993,0,
YIL,11/29/2023,F9920BQ,AMP ASSY,,GR for PO,,,,180,ST,4511404264,,V1000007,,9002,,907,WE,2Q00,5036117687,2,,,0,0,,11/21/2023,180,ST,ST,180,2Q00,,,11/29/2023,7:06:28 PM,"390,576.60",,110,0.00,0.00,0,0,0,B,,,0,ST,180,2023,,,0,0,S,30038064,0.00,INR,,,0186732993,0,
YIL,11/29/2023,F9920TP,TERMINAL ASSY,,GR for PO,,,,90,ST,4511430040,,V1000007,,9002,,907,WE,2Q00,5036117687,3,,,0,0,,11/21/2023,90,ST,ST,90,2Q00,,,11/29/2023,7:06:28 PM,"57,744.00",,130,0.00,0.00,0,0,0,B,,,0,ST,90,2023,,,0,0,S,30038064,0.00,INR,,,0186732993,0,
YIL,11/29/2023,F9900AS,BOLT,,GR for PO,,,,80,ST,4511471269,,V1000007,,9002,,907,WE,2Q00,5036117685,4,,,0,0,,11/21/2023,80,ST,ST,80,2Q00,,,11/29/2023,7:06:27 PM,"9,840.00",,270,0.00,0.00,0,0,0,B,,,0,ST,80,2023,,,0,0,S,30038064,0.00,INR,,,0186732990,0,
YIL,11/29/2023,F9900AS,BOLT,,GR for PO,,,,80,ST,4511471310,,V1000007,,9002,,907,WE,2Q00,5036117685,5,,,0,0,,11/21/2023,80,ST,ST,80,2Q00,,,11/29/2023,7:06:27 PM,"9,840.00",,250,0.00,0.00,0,0,0,B,,,0,ST,80,2023,,,0,0,S,30038064,0.00,INR,,,0186732990,0,
YIL,11/29/2023,F9900AS,BOLT,,GR for PO,,,,80,ST,4511471268,,V1000007,,9002,,907,WE,2Q00,5036117685,6,,,0,0,,11/21/2023,80,ST,ST,80,2Q00,,,11/29/2023,7:06:27 PM,"9,840.00",,330,0.00,0.00,0,0,0,B,,,0,ST,80,2023,,,0,0,S,30038064,0.00,INR,,,0186732990,0,
YIL,11/29/2023,F9913RU,CASE,,GR for PO,,,,16,ST,4511471269,,V1000007,,9002,,907,WE,2Q00,5036117685,2,,,0,0,,11/21/2023,16,ST,ST,16,2Q00,,,11/29/2023,7:06:27 PM,"28,320.16",,10,0.00,0.00,0,0,0,B,,,0,ST,16,2023,,,0,0,S,30038064,0.00,INR,,,0186732990,0,
YIL,11/29/2023,F9913VA,TERMINAL COVER,,GR for PO,,,,60,ST,4511471530,,V1000007,,9002,,907,WE,2Q00,5036117685,1,,,0,0,,11/21/2023,60,ST,ST,60,2Q00,,,11/29/2023,7:06:27 PM,"29,470.80",,30,0.00,0.00,0,0,0,B,,,0,ST,60,2023,,,0,0,S,30038064,0.00,INR,,,0186732990,0,
YIL,11/29/2023,F9913VS,METER COVER,,GR for PO,,,,60,ST,4511471269,,V1000007,,9002,,907,WE,2Q00,5036117685,3,,,0,0,,11/21/2023,60,ST,ST,60,2Q00,,,11/29/2023,7:06:27 PM,"25,951.80",,20,0.00,0.00,0,0,0,B,,,0,ST,60,2023,,,0,0,S,30038064,0.00,INR,,,0186732990,0,
YIL,11/29/2023,F9350ER,VENT PLUG,,GR for PO,,,,180,ST,4511411894,,V1000007,,9002,,907,WE,2Q00,5036117684,1,,,0,0,,11/21/2023,180,ST,ST,180,2Q00,,,11/29/2023,7:06:25 PM,"168,759.00",,20,0.00,0.00,0,0,0,B,,,0,ST,180,2023,,,0,0,S,30038064,0.00,INR,,,0186732546,0,
YIL,11/29/2023,F9900TE,FLANGE,,GR for PO,,,,21,ST,4511471269,,V1000007,,9002,,907,WE,2Q00,5036117684,3,,,0,0,,11/21/2023,21,ST,ST,21,2Q00,,,11/29/2023,7:06:25 PM,"29,712.48",,180,0.00,0.00,0,0,0,B,,,0,ST,21,2023,,,0,0,S,30038064,0.00,INR,,,0186732546,0,
YIL,11/29/2023,F9900TE,FLANGE,,GR for PO,,,,21,ST,4511471268,,V1000007,,9002,,907,WE,2Q00,5036117684,5,,,0,0,,11/21/2023,21,ST,ST,21,2Q00,,,11/29/2023,7:06:25 PM,"29,712.48",,240,0.00,0.00,0,0,0,B,,,0,ST,21,2023,,,0,0,S,30038064,0.00,INR,,,0186732546,0,
YIL,11/29/2023,F9913TJ,COVER,,GR for PO,,,,60,ST,4511482284,,V1000007,,9002,,907,WE,2Q00,5036117684,6,,,0,0,,11/21/2023,60,ST,ST,60,2Q00,,,11/29/2023,7:06:25 PM,"20,038.20",,50,0.00,0.00,0,0,0,B,,,0,ST,60,2023,,,0,0,S,30038064,0.00,INR,,,0186732546,0,
YIL,11/29/2023,F9913VA,TERMINAL COVER,,GR for PO,,,,60,ST,4511471269,,V1000007,,9002,,907,WE,2Q00,5036117684,2,,,0,0,,11/21/2023,60,ST,ST,60,2Q00,,,11/29/2023,7:06:25 PM,"29,470.80",,30,0.00,0.00,0,0,0,B,,,0,ST,60,2023,,,0,0,S,30038064,0.00,INR,,,0186732546,0,
YIL,11/29/2023,F9913VA,TERMINAL COVER,,GR for PO,,,,60,ST,4511471268,,V1000007,,9002,,907,WE,2Q00,5036117684,4,,,0,0,,11/21/2023,60,ST,ST,60,2Q00,,,11/29/2023,7:06:25 PM,"29,470.80",,40,0.00,0.00,0,0,0,B,,,0,ST,60,2023,,,0,0,S,30038064,0.00,INR,,,0186732546,0,
YIL,11/29/2023,F9299ZZ,SILICONE RUBBER 100G,,GR for PO,,,,5,KG,4511482284,,V1000007,,9002,,907,WE,2Q00,5036117672,7,,,0,0,,11/21/2023,5,ST,KG,5,2Q00,,,11/29/2023,7:06:24 PM,"7,298.35",,10,0.00,0.00,0,0,0,B,,,0,ST,5,2023,,,0,0,S,30038064,0.00,INR,,,0186732542,0,
YIL,11/29/2023,F9900AC,BOLT,,GR for PO,,,,200,ST,4511404265,,V1000007,,9002,,907,WE,2Q00,5036117672,1,,,0,0,,11/21/2023,200,ST,ST,200,2Q00,,,11/29/2023,7:06:24 PM,"13,678.00",,30,0.00,0.00,0,0,0,B,,,0,ST,200,2023,,,0,0,S,30038064,0.00,INR,,,0186732542,0,
YIL,11/29/2023,F9900AC,BOLT,,GR for PO,,,,200,ST,4511430041,,V1000007,,9002,,907,WE,2Q00,5036117672,3,,,0,0,,11/21/2023,200,ST,ST,200,2Q00,,,11/29/2023,7:06:24 PM,"13,678.00",,30,0.00,0.00,0,0,0,B,,,0,ST,200,2023,,,0,0,S,30038064,0.00,INR,,,0186732542,0,
YIL,11/29/2023,F9900SF,Bracket,,GR for PO,,,,210,ST,4511430042,,V1000007,,9002,,907,WE,2Q00,5036117672,4,,,0,0,,11/21/2023,210,ST,ST,210,2Q00,,,11/29/2023,7:06:24 PM,"93,355.50",,40,0.00,0.00,0,0,0,B,,,0,ST,210,2023,,,0,0,S,30038064,0.00,INR,,,0186732542,0,
YIL,11/29/2023,F9913VA,TERMINAL COVER,,GR for PO,,,,60,ST,4511471310,,V1000007,,9002,,907,WE,2Q00,5036117672,6,,,0,0,,11/21/2023,60,ST,ST,60,2Q00,,,11/29/2023,7:06:24 PM,"29,470.80",,30,0.00,0.00,0,0,0,B,,,0,ST,60,2023,,,0,0,S,30038064,0.00,INR,,,0186732542,0,
YIL,11/29/2023,F9913VS,METER COVER,,GR for PO,,,,60,ST,4511471310,,V1000007,,9002,,907,WE,2Q00,5036117672,5,,,0,0,,11/21/2023,60,ST,ST,60,2Q00,,,11/29/2023,7:06:24 PM,"25,951.80",,20,0.00,0.00,0,0,0,B,,,0,ST,60,2023,,,0,0,S,30038064,0.00,INR,,,0186732542,0,
YIL,11/29/2023,F9920BQ,AMP ASSY,,GR for PO,,,,180,ST,4511404263,,V1000007,,9002,,907,WE,2Q00,5036117672,2,,,0,0,,11/21/2023,180,ST,ST,180,2Q00,,,11/29/2023,7:06:24 PM,"390,576.60",,200,0.00,0.00,0,0,0,B,,,0,ST,180,2023,,,0,0,S,30038064,0.00,INR,,,0186732542,0,
YIL,11/29/2023,CPA110Y_0000000010,Bottom works: CPA110Y-NHSNN-NNNNN/K3,,GR for PO,,,,1,ST,4511337578,,V1000006,,9002,,907,WE,2Q00,5036117472,1,,,0,0,,11/21/2023,1,ST,ST,1,2Q00,,,11/29/2023,6:58:50 PM,"14,830.52",,30,0.00,0.00,0,0,0,B,,,0,ST,1,2023,,,0,0,S,30038064,0.00,INR,,,0186733006,0,
YIL,11/29/2023,CPA110Y_0000000254,Bottom works: CPA110Y-NMSNN-NNNNN,,GR for PO,,,,10,ST,4511337578,,V1000006,,9002,,907,WE,2Q00,5036117472,2,,,0,0,,11/21/2023,10,ST,ST,10,2Q00,,,11/29/2023,6:58:50 PM,"115,088.20",,70,0.00,0.00,0,0,0,B,,,0,ST,10,2023,,,0,0,S,30038064,0.00,INR,,,0186733006,0,
YIL,11/29/2023,CPA530Y_0000000003,Bottom works: CPA530Y-NBS4N-0NNNN,,GR for PO,,,,10,ST,4511337578,,V1000006,,9002,,907,WE,2Q00,5036117472,3,,,0,0,,11/21/2023,10,ST,ST,10,2Q00,,,11/29/2023,6:58:50 PM,"121,072.60",,280,0.00,0.00,0,0,0,B,,,0,ST,10,2023,,,0,0,S,30038064,0.00,INR,,,0186733006,0,
YIL,11/29/2023,CPA530Y_0000000008,Bottom works: CPA530Y-NDS7N-0NNNN,,GR for PO,,,,1,ST,4511337578,,V1000006,,9002,,907,WE,2Q00,5036117472,4,,,0,0,,11/21/2023,1,ST,ST,1,2Q00,,,11/29/2023,6:58:50 PM,"12,112.36",,390,0.00,0.00,0,0,0,B,,,0,ST,1,2023,,,0,0,S,30038064,0.00,INR,,,0186733006,0,
YIL,11/29/2023,CPA430Y_0000000095,Bottom works: CPA430Y-NBSNN-NNNNN/A1,,GR for PO,,,,10,ST,4511470075,,V1000006,,9002,,907,WE,2Q00,5036117471,1,,,0,0,,11/21/2023,10,ST,ST,10,2Q00,,,11/29/2023,6:58:36 PM,"143,018.80",,10,0.00,0.00,0,0,0,B,,,0,ST,10,2023,,,0,0,S,30038064,0.00,INR,,,0186733004,0,
YIL,11/29/2023,CPA430Y_0000000119,Bottom works: CPA430Y-NHSNN-NNNNN/A1,,GR for PO,,,,4,ST,4511470075,,V1000006,,9002,,907,WE,2Q00,5036117471,2,,,0,0,,11/21/2023,4,ST,ST,4,2Q00,,,11/29/2023,6:58:36 PM,"57,207.52",,20,0.00,0.00,0,0,0,B,,,0,ST,4,2023,,,0,0,S,30038064,0.00,INR,,,0186733004,0,
YIL,11/29/2023,CPA110Y_0000000011,Bottom works: CPA110Y-NMSNN-NNNNN/K3,,GR for PO,,,,3,ST,4511419837,,V1000006,,9002,,907,WE,2Q00,5036117470,3,,,0,0,,11/21/2023,3,ST,ST,3,2Q00,,,11/29/2023,6:57:31 PM,"44,491.56",,30,0.00,0.00,0,0,0,B,,,0,ST,3,2023,,,0,0,S,30038064,0.00,INR,,,0186733002,0,
YIL,11/29/2023,CPA110Y_0000000050,Bottom works: CPA110Y-NFS5J-9NNNN,,GR for PO,,,,5,ST,4511419837,,V1000006,,9002,,907,WE,2Q00,5036117470,1,,,0,0,,11/21/2023,5,ST,ST,5,2Q00,,,11/29/2023,6:57:31 PM,"106,583.95",,10,0.00,0.00,0,0,0,B,,,0,ST,5,2023,,,0,0,S,30038064,0.00,INR,,,0186733002,0,
YIL,11/29/2023,CPA110Y_0000000254,Bottom works: CPA110Y-NMSNN-NNNNN,,GR for PO,,,,30,ST,4511419837,,V1000006,,9002,,907,WE,2Q00,5036117470,2,,,0,0,,11/21/2023,30,ST,ST,30,2Q00,,,11/29/2023,6:57:31 PM,"345,264.60",,20,0.00,0.00,0,0,0,B,,,0,ST,30,2023,,,0,0,S,30038064,0.00,INR,,,0186733002,0,
YIL,11/29/2023,CPA430Y_0000000001,Bottom works: CPA430Y-NASNN-NNNNN,,GR for PO,,,,7,ST,4511419837,,V1000006,,9002,,907,WE,2Q00,5036117470,4,,,0,0,,11/21/2023,7,ST,ST,7,2Q00,,,11/29/2023,6:57:31 PM,"77,556.64",,40,0.00,0.00,0,0,0,B,,,0,ST,7,2023,,,0,0,S,30038064,0.00,INR,,,0186733002,0,
YIL,11/29/2023,CPA530Y_0000000002,Bottom works: CPA530Y-NAS7N-0NNNN,,GR for PO,,,,2,ST,4511419837,,V1000006,,9002,,907,WE,2Q00,5036117470,5,,,0,0,,11/21/2023,2,ST,ST,2,2Q00,,,11/29/2023,6:57:31 PM,"24,224.72",,50,0.00,0.00,0,0,0,B,,,0,ST,2,2023,,,0,0,S,30038064,0.00,INR,,,0186733002,0,
YIL,11/29/2023,CPA530Y_0000000003,Bottom works: CPA530Y-NBS4N-0NNNN,,GR for PO,,,,76,ST,4511419837,,V1000006,,9002,,907,WE,2Q00,5036117470,6,,,0,0,,11/21/2023,76,ST,ST,76,2Q00,,,11/29/2023,6:57:31 PM,"920,151.76",,60,0.00,0.00,0,0,0,B,,,0,ST,76,2023,,,0,0,S,30038064,0.00,INR,,,0186733002,0,
YIL,11/29/2023,CPA530Y_0000000004,Bottom works: CPA530Y-NBS7N-0NNNN,,GR for PO,,,,3,ST,4511419837,,V1000006,,9002,,907,WE,2Q00,5036117470,7,,,0,0,,11/21/2023,3,ST,ST,3,2Q00,,,11/29/2023,6:57:31 PM,"36,321.78",,70,0.00,0.00,0,0,0,B,,,0,ST,3,2023,,,0,0,S,30038064,0.00,INR,,,0186733002,0,
YIL,11/29/2023,CPA530Y_0000000007,Bottom works: CPA530Y-NDS4N-0NNNN,,GR for PO,,,,7,ST,4511419837,,V1000006,,9002,,907,WE,2Q00,5036117470,8,,,0,0,,11/21/2023,7,ST,ST,7,2Q00,,,11/29/2023,6:57:31 PM,"84,750.82",,80,0.00,0.00,0,0,0,B,,,0,ST,7,2023,,,0,0,S,30038064,0.00,INR,,,0186733002,0,
YIL,11/29/2023,CPA110Y_0000000007,Bottom works: CPA110Y-NFS5G-9NNNN,,GR for PO,,,,4,ST,4511277880,,V1000006,,9002,,907,WE,2Q00,5036117468,1,,,0,0,,11/21/2023,4,ST,ST,4,2Q00,,,11/29/2023,6:52:43 PM,"90,581.28",,10,0.00,0.00,0,0,0,B,,,0,ST,4,2023,,,0,0,S,30038064,0.00,INR,,,0186732999,0,
YIL,11/29/2023,CPA110Y_0000000010,Bottom works: CPA110Y-NHSNN-NNNNN/K3,,GR for PO,,,,1,ST,4511277880,,V1000006,,9002,,907,WE,2Q00,5036117468,2,,,0,0,,11/21/2023,1,ST,ST,1,2Q00,,,11/29/2023,6:52:43 PM,"14,830.52",,20,0.00,0.00,0,0,0,B,,,0,ST,1,2023,,,0,0,S,30038064,0.00,INR,,,0186732999,0,
YIL,11/29/2023,CPA110Y_0000000010,Bottom works: CPA110Y-NHSNN-NNNNN/K3,,GR for PO,,,,2,ST,4511337236,,V1000006,,9002,,907,WE,2Q00,5036117468,11,,,0,0,,11/21/2023,2,ST,ST,2,2Q00,,,11/29/2023,6:52:43 PM,"29,661.04",,40,0.00,0.00,0,0,0,B,,,0,ST,2,2023,,,0,0,S,30038064,0.00,INR,,,0186732999,0,
YIL,11/29/2023,CPA110Y_0000000010,Bottom works: CPA110Y-NHSNN-NNNNN/K3,,GR for PO,,,,1,ST,4511337501,,V1000006,,9002,,907,WE,2Q00,5036117468,17,,,0,0,,11/21/2023,1,ST,ST,1,2Q00,,,11/29/2023,6:52:43 PM,"14,830.52",,40,0.00,0.00,0,0,0,B,,,0,ST,1,2023,,,0,0,S,30038064,0.00,INR,,,0186732999,0,
