Plant,Plant Description,Storage Location,Storage Location Description,Material Number,MS Code,Material Description,Sales Document,Sales Document Item,Linkage Number,Stock Quantity,Unit,Serial Number,Stock Amount
2Q00,YIL,9002,Receive MFG KD,CPA530Y_0000000029,CPA530Y-NCS4N-0NNNN/A1,BOTTOM WORKS: CPA530Y-NCS4N-0NNNN/A1,,0,,1,ST,90Z426351,"16,515.01"
2Q00,YIL,9002,Receive MFG KD,CPA530Y_0000000029,CPA530Y-NCS4N-0NNNN/A1,BOTTOM WORKS: CPA530Y-NCS4N-0NNNN/A1,,0,,1,ST,90Z426352,"16,515.01"
2Q00,YIL,9002,Receive MFG KD,CPA530Y_0000000029,CPA530Y-NCS4N-0NNNN/A1,BOTTOM WORKS: CPA530Y-NCS4N-0NNNN/A1,,0,,1,ST,90Z426353,"16,515.01"
2Q00,YIL,9002,Receive MFG KD,CPA530Y_0000000029,CPA530Y-NCS4N-0NNNN/A1,BOTTOM WORKS: CPA530Y-NCS4N-0NNNN/A1,,0,,1,ST,90Z426354,"16,515.01"
2Q00,YIL,9002,Receive MFG KD,CPA530Y_0000000029,CPA530Y-NCS4N-0NNNN/A1,BOTTOM WORKS: CPA530Y-NCS4N-0NNNN/A1,,0,,1,ST,90Z426355,"16,515.01"
2Q00,YIL,9002,Receive MFG KD,CPA530Y_0000000029,CPA530Y-NCS4N-0NNNN/A1,BOTTOM WORKS: CPA530Y-NCS4N-0NNNN/A1,,0,,1,ST,90Z426356,"16,515.01"
2Q00,YIL,9002,Receive MFG KD,CPA530Y_0000000029,CPA530Y-NCS4N-0NNNN/A1,BOTTOM WORKS: CPA530Y-NCS4N-0NNNN/A1,,0,,1,ST,90Z426359,"16,515.01"
2Q00,YIL,9002,Receive MFG KD,CPA530Y_0000000029,CPA530Y-NCS4N-0NNNN/A1,BOTTOM WORKS: CPA530Y-NCS4N-0NNNN/A1,,0,,1,ST,90Z426364,"16,515.01"
2Q00,YIL,9002,Receive MFG KD,CPA530Y_0000000029,CPA530Y-NCS4N-0NNNN/A1,BOTTOM WORKS: CPA530Y-NCS4N-0NNNN/A1,,0,,1,ST,90Z426365,"16,515.01"
2Q00,YIL,9002,Receive MFG KD,CPA530Y_0000000029,CPA530Y-NCS4N-0NNNN/A1,BOTTOM WORKS: CPA530Y-NCS4N-0NNNN/A1,,0,,1,ST,90Z426366,"16,515.01"
2Q00,YIL,9002,Receive MFG KD,CPA530Y_0000000029,CPA530Y-NCS4N-0NNNN/A1,BOTTOM WORKS: CPA530Y-NCS4N-0NNNN/A1,,0,,1,ST,90Z426367,"16,515.01"
2Q00,YIL,9002,Receive MFG KD,CPA530Y_0000000029,CPA530Y-NCS4N-0NNNN/A1,BOTTOM WORKS: CPA530Y-NCS4N-0NNNN/A1,,0,,1,ST,90Z426368,"16,515.01"
2Q00,YIL,9002,Receive MFG KD,CPA530Y_0000000029,CPA530Y-NCS4N-0NNNN/A1,BOTTOM WORKS: CPA530Y-NCS4N-0NNNN/A1,,0,,1,ST,90Z426369,"16,515.01"
2Q00,YIL,9002,Receive MFG KD,CPA530Y_0000000029,CPA530Y-NCS4N-0NNNN/A1,BOTTOM WORKS: CPA530Y-NCS4N-0NNNN/A1,,0,,1,ST,90Z426370,"16,515.01"
2Q00,YIL,9002,Receive MFG KD,CPA530Y_0000000029,CPA530Y-NCS4N-0NNNN/A1,BOTTOM WORKS: CPA530Y-NCS4N-0NNNN/A1,,0,,1,ST,90Z426371,"16,515.01"
2Q00,YIL,9002,Receive MFG KD,CPA530Y_0000000029,CPA530Y-NCS4N-0NNNN/A1,BOTTOM WORKS: CPA530Y-NCS4N-0NNNN/A1,,0,,1,ST,90Z426372,"16,515.01"
2Q00,YIL,9002,Receive MFG KD,CPA530Y_0000000029,CPA530Y-NCS4N-0NNNN/A1,BOTTOM WORKS: CPA530Y-NCS4N-0NNNN/A1,,0,,1,ST,90Z426373,"16,515.01"
2Q00,YIL,9002,Receive MFG KD,CPA530Y_0000000029,CPA530Y-NCS4N-0NNNN/A1,BOTTOM WORKS: CPA530Y-NCS4N-0NNNN/A1,,0,,1,ST,90Z426374,"16,515.01"
2Q00,YIL,9002,Receive MFG KD,CPA530Y_0000000029,CPA530Y-NCS4N-0NNNN/A1,BOTTOM WORKS: CPA530Y-NCS4N-0NNNN/A1,,0,,1,ST,90Z426377,"16,515.01"
2Q00,YIL,9002,Receive MFG KD,CPA530Y_0000000029,CPA530Y-NCS4N-0NNNN/A1,BOTTOM WORKS: CPA530Y-NCS4N-0NNNN/A1,,0,,1,ST,90Z426378,"16,515.01"
2Q00,YIL,9002,Receive MFG KD,CPA530Y_0000000029,CPA530Y-NCS4N-0NNNN/A1,BOTTOM WORKS: CPA530Y-NCS4N-0NNNN/A1,,0,,1,ST,90Z426379,"16,515.01"
2Q00,YIL,9002,Receive MFG KD,CPA530Y_0000000029,CPA530Y-NCS4N-0NNNN/A1,BOTTOM WORKS: CPA530Y-NCS4N-0NNNN/A1,,0,,1,ST,90Z426380,"16,515.01"
2Q00,YIL,9002,Receive MFG KD,CPA530Y_0000000029,CPA530Y-NCS4N-0NNNN/A1,BOTTOM WORKS: CPA530Y-NCS4N-0NNNN/A1,,0,,1,ST,90Z426381,"16,515.01"
2Q00,YIL,9002,Receive MFG KD,CPA530Y_0000000029,CPA530Y-NCS4N-0NNNN/A1,BOTTOM WORKS: CPA530Y-NCS4N-0NNNN/A1,,0,,1,ST,90Z426382,"16,515.01"
2Q00,YIL,9002,Receive MFG KD,CPA530Y_0000000029,CPA530Y-NCS4N-0NNNN/A1,BOTTOM WORKS: CPA530Y-NCS4N-0NNNN/A1,,0,,1,ST,90Z426383,"16,515.01"
2Q00,YIL,9002,Receive MFG KD,CPA530Y_0000000029,CPA530Y-NCS4N-0NNNN/A1,BOTTOM WORKS: CPA530Y-NCS4N-0NNNN/A1,,0,,1,ST,90Z426384,"16,515.01"
2Q00,YIL,9002,Receive MFG KD,CPA530Y_0000000029,CPA530Y-NCS4N-0NNNN/A1,BOTTOM WORKS: CPA530Y-NCS4N-0NNNN/A1,,0,,1,ST,90Z426385,"16,515.01"
2Q00,YIL,9002,Receive MFG KD,CPA530Y_0000000029,CPA530Y-NCS4N-0NNNN/A1,BOTTOM WORKS: CPA530Y-NCS4N-0NNNN/A1,,0,,1,ST,90Z426386,"16,515.01"
2Q00,YIL,9002,Receive MFG KD,CPA530Y_0000000029,CPA530Y-NCS4N-0NNNN/A1,BOTTOM WORKS: CPA530Y-NCS4N-0NNNN/A1,,0,,1,ST,90Z426387,"16,515.01"
2Q00,YIL,9002,Receive MFG KD,CPA530Y_0000000029,CPA530Y-NCS4N-0NNNN/A1,BOTTOM WORKS: CPA530Y-NCS4N-0NNNN/A1,,0,,1,ST,90Z426388,"16,515.01"
2Q00,YIL,9002,Receive MFG KD,CPA530Y_0000000029,CPA530Y-NCS4N-0NNNN/A1,BOTTOM WORKS: CPA530Y-NCS4N-0NNNN/A1,,0,,1,ST,90Z426389,"16,515.01"
2Q00,YIL,9002,Receive MFG KD,CPA530Y_0000000029,CPA530Y-NCS4N-0NNNN/A1,BOTTOM WORKS: CPA530Y-NCS4N-0NNNN/A1,,0,,1,ST,90Z426390,"16,515.01"
2Q00,YIL,9002,Receive MFG KD,CPA530Y_0000000029,CPA530Y-NCS4N-0NNNN/A1,BOTTOM WORKS: CPA530Y-NCS4N-0NNNN/A1,,0,,1,ST,90Z426391,"16,515.01"
2Q00,YIL,9002,Receive MFG KD,CPA530Y_0000000029,CPA530Y-NCS4N-0NNNN/A1,BOTTOM WORKS: CPA530Y-NCS4N-0NNNN/A1,,0,,1,ST,90Z426392,"16,515.01"
2Q00,YIL,9002,Receive MFG KD,CPA530Y_0000000029,CPA530Y-NCS4N-0NNNN/A1,BOTTOM WORKS: CPA530Y-NCS4N-0NNNN/A1,,0,,1,ST,90Z426393,"16,515.01"
2Q00,YIL,9002,Receive MFG KD,CPA530Y_0000000029,CPA530Y-NCS4N-0NNNN/A1,BOTTOM WORKS: CPA530Y-NCS4N-0NNNN/A1,,0,,1,ST,90Z426394,"16,515.01"
2Q00,YIL,9002,Receive MFG KD,CPA530Y_0000000029,CPA530Y-NCS4N-0NNNN/A1,BOTTOM WORKS: CPA530Y-NCS4N-0NNNN/A1,,0,,1,ST,90Z426395,"16,515.01"
2Q00,YIL,9002,Receive MFG KD,CPA530Y_0000000029,CPA530Y-NCS4N-0NNNN/A1,BOTTOM WORKS: CPA530Y-NCS4N-0NNNN/A1,,0,,1,ST,90Z426396,"16,515.01"
2Q00,YIL,9002,Receive MFG KD,CPA530Y_0000000029,CPA530Y-NCS4N-0NNNN/A1,BOTTOM WORKS: CPA530Y-NCS4N-0NNNN/A1,,0,,1,ST,90Z426397,"16,515.01"
2Q00,YIL,9002,Receive MFG KD,CPA530Y_0000000029,CPA530Y-NCS4N-0NNNN/A1,BOTTOM WORKS: CPA530Y-NCS4N-0NNNN/A1,,0,,1,ST,90Z426398,"16,515.01"
2Q00,YIL,9002,Receive MFG KD,CPA530Y_0000000029,CPA530Y-NCS4N-0NNNN/A1,BOTTOM WORKS: CPA530Y-NCS4N-0NNNN/A1,,0,,1,ST,90Z426399,"16,515.01"
2Q00,YIL,9002,Receive MFG KD,CPA530Y_0000000029,CPA530Y-NCS4N-0NNNN/A1,BOTTOM WORKS: CPA530Y-NCS4N-0NNNN/A1,,0,,1,ST,90Z426400,"16,515.01"
2Q00,YIL,9002,Receive MFG KD,CPA530Y_0000000029,CPA530Y-NCS4N-0NNNN/A1,BOTTOM WORKS: CPA530Y-NCS4N-0NNNN/A1,,0,,1,ST,90Z426401,"16,515.01"
2Q00,YIL,9002,Receive MFG KD,CPA530Y_0000000029,CPA530Y-NCS4N-0NNNN/A1,BOTTOM WORKS: CPA530Y-NCS4N-0NNNN/A1,,0,,1,ST,90Z426402,"16,515.01"
2Q00,YIL,9002,Receive MFG KD,CPA530Y_0000000029,CPA530Y-NCS4N-0NNNN/A1,BOTTOM WORKS: CPA530Y-NCS4N-0NNNN/A1,,0,,1,ST,90Z426403,"16,515.01"
2Q00,YIL,9002,Receive MFG KD,CPA530Y_0000000029,CPA530Y-NCS4N-0NNNN/A1,BOTTOM WORKS: CPA530Y-NCS4N-0NNNN/A1,,0,,1,ST,90Z426404,"16,515.01"
2Q00,YIL,9002,Receive MFG KD,CPA530Y_0000000029,CPA530Y-NCS4N-0NNNN/A1,BOTTOM WORKS: CPA530Y-NCS4N-0NNNN/A1,,0,,1,ST,90Z426405,"16,515.01"
2Q00,YIL,9002,Receive MFG KD,CPA530Y_0000000029,CPA530Y-NCS4N-0NNNN/A1,BOTTOM WORKS: CPA530Y-NCS4N-0NNNN/A1,,0,,1,ST,90Z426406,"16,515.01"
2Q00,YIL,9002,Receive MFG KD,CPA110Y_0000000256,CPA110Y-NVSNN-NNNNN,BOTTOM WORKS: CPA110Y-NVSNN-NNNNN,,0,,1,ST,90Z426414,"15,508.22"
2Q00,YIL,9002,Receive MFG KD,CPA430Y_0000000004,CPA430Y-NHSNN-NNNNN,BOTTOM WORKS: CPA430Y-NHSNN-NNNNN,,0,,1,ST,90Z427945,"11,079.52"
2Q00,YIL,9002,Receive MFG KD,CPA430Y_0000000004,CPA430Y-NHSNN-NNNNN,BOTTOM WORKS: CPA430Y-NHSNN-NNNNN,,0,,1,ST,90Z427956,"11,079.52"
2Q00,YIL,9002,Receive MFG KD,CPA430Y_0000000004,CPA430Y-NHSNN-NNNNN,BOTTOM WORKS: CPA430Y-NHSNN-NNNNN,,0,,1,ST,90Z427960,"11,079.52"
2Q00,YIL,9002,Receive MFG KD,CPA430Y_0000000004,CPA430Y-NHSNN-NNNNN,BOTTOM WORKS: CPA430Y-NHSNN-NNNNN,,0,,1,ST,90Z427961,"11,079.52"
2Q00,YIL,9002,Receive MFG KD,CPA430Y_0000000001,CPA430Y-NASNN-NNNNN,BOTTOM WORKS: CPA430Y-NASNN-NNNNN,,0,,1,ST,90Z428498,"11,079.52"
2Q00,YIL,9002,Receive MFG KD,CPA430Y_0000000001,CPA430Y-NASNN-NNNNN,BOTTOM WORKS: CPA430Y-NASNN-NNNNN,,0,,1,ST,90Z428499,"11,079.52"
2Q00,YIL,9002,Receive MFG KD,CPA430Y_0000000001,CPA430Y-NASNN-NNNNN,BOTTOM WORKS: CPA430Y-NASNN-NNNNN,,0,,1,ST,90Z428500,"11,079.52"
2Q00,YIL,9002,Receive MFG KD,CPA430Y_0000000001,CPA430Y-NASNN-NNNNN,BOTTOM WORKS: CPA430Y-NASNN-NNNNN,,0,,1,ST,90Z428501,"11,079.52"
2Q00,YIL,9002,Receive MFG KD,CPA430Y_0000000001,CPA430Y-NASNN-NNNNN,BOTTOM WORKS: CPA430Y-NASNN-NNNNN,,0,,1,ST,90Z428502,"11,079.52"
2Q00,YIL,9002,Receive MFG KD,CPA430Y_0000000001,CPA430Y-NASNN-NNNNN,BOTTOM WORKS: CPA430Y-NASNN-NNNNN,,0,,1,ST,90Z428503,"11,079.52"
2Q00,YIL,9002,Receive MFG KD,CPA430Y_0000000001,CPA430Y-NASNN-NNNNN,BOTTOM WORKS: CPA430Y-NASNN-NNNNN,,0,,1,ST,90Z428509,"11,079.52"
2Q00,YIL,9002,Receive MFG KD,CPA430Y_0000000001,CPA430Y-NASNN-NNNNN,BOTTOM WORKS: CPA430Y-NASNN-NNNNN,,0,,1,ST,90Z428510,"11,079.52"
2Q00,YIL,9002,Receive MFG KD,CPA430Y_0000000001,CPA430Y-NASNN-NNNNN,BOTTOM WORKS: CPA430Y-NASNN-NNNNN,,0,,1,ST,90Z428543,"11,079.52"
2Q00,YIL,9002,Receive MFG KD,CPA430Y_0000000001,CPA430Y-NASNN-NNNNN,BOTTOM WORKS: CPA430Y-NASNN-NNNNN,,0,,1,ST,90Z428544,"11,079.52"
2Q00,YIL,9002,Receive MFG KD,CPA430Y_0000000001,CPA430Y-NASNN-NNNNN,BOTTOM WORKS: CPA430Y-NASNN-NNNNN,,0,,1,ST,90Z428545,"11,079.52"
2Q00,YIL,9002,Receive MFG KD,CPA430Y_0000000001,CPA430Y-NASNN-NNNNN,BOTTOM WORKS: CPA430Y-NASNN-NNNNN,,0,,1,ST,90Z428546,"11,079.52"
2Q00,YIL,9002,Receive MFG KD,CPA430Y_0000000001,CPA430Y-NASNN-NNNNN,BOTTOM WORKS: CPA430Y-NASNN-NNNNN,,0,,1,ST,90Z428547,"11,079.52"
2Q00,YIL,9002,Receive MFG KD,CPA430Y_0000000001,CPA430Y-NASNN-NNNNN,BOTTOM WORKS: CPA430Y-NASNN-NNNNN,,0,,1,ST,90Z428548,"11,079.52"
2Q00,YIL,9002,Receive MFG KD,CPA430Y_0000000001,CPA430Y-NASNN-NNNNN,BOTTOM WORKS: CPA430Y-NASNN-NNNNN,,0,,1,ST,90Z428549,"11,079.52"
2Q00,YIL,9002,Receive MFG KD,CPA430Y_0000000001,CPA430Y-NASNN-NNNNN,BOTTOM WORKS: CPA430Y-NASNN-NNNNN,,0,,1,ST,90Z428550,"11,079.52"
2Q00,YIL,9002,Receive MFG KD,CPA430Y_0000000001,CPA430Y-NASNN-NNNNN,BOTTOM WORKS: CPA430Y-NASNN-NNNNN,,0,,1,ST,90Z428559,"11,079.52"
2Q00,YIL,9002,Receive MFG KD,CPA430Y_0000000001,CPA430Y-NASNN-NNNNN,BOTTOM WORKS: CPA430Y-NASNN-NNNNN,,0,,1,ST,90Z428564,"11,079.52"
2Q00,YIL,9002,Receive MFG KD,CPA430Y_0000000001,CPA430Y-NASNN-NNNNN,BOTTOM WORKS: CPA430Y-NASNN-NNNNN,,0,,1,ST,90Z428565,"11,079.52"
2Q00,YIL,9002,Receive MFG KD,CPA430Y_0000000001,CPA430Y-NASNN-NNNNN,BOTTOM WORKS: CPA430Y-NASNN-NNNNN,,0,,1,ST,90Z428566,"11,079.52"
2Q00,YIL,9002,Receive MFG KD,CPA430Y_0000000001,CPA430Y-NASNN-NNNNN,BOTTOM WORKS: CPA430Y-NASNN-NNNNN,,0,,1,ST,90Z428567,"11,079.52"
2Q00,YIL,9002,Receive MFG KD,CPA430Y_0000000001,CPA430Y-NASNN-NNNNN,BOTTOM WORKS: CPA430Y-NASNN-NNNNN,,0,,1,ST,90Z428568,"11,079.52"
2Q00,YIL,9002,Receive MFG KD,CPA430Y_0000000001,CPA430Y-NASNN-NNNNN,BOTTOM WORKS: CPA430Y-NASNN-NNNNN,,0,,1,ST,90Z428569,"11,079.52"
2Q00,YIL,9002,Receive MFG KD,CPA430Y_0000000001,CPA430Y-NASNN-NNNNN,BOTTOM WORKS: CPA430Y-NASNN-NNNNN,,0,,1,ST,90Z428570,"11,079.52"
2Q00,YIL,9002,Receive MFG KD,CPA430Y_0000000001,CPA430Y-NASNN-NNNNN,BOTTOM WORKS: CPA430Y-NASNN-NNNNN,,0,,1,ST,90Z428571,"11,079.52"
2Q00,YIL,9002,Receive MFG KD,CPA430Y_0000000001,CPA430Y-NASNN-NNNNN,BOTTOM WORKS: CPA430Y-NASNN-NNNNN,,0,,1,ST,90Z428572,"11,079.52"
2Q00,YIL,9002,Receive MFG KD,CPA430Y_0000000001,CPA430Y-NASNN-NNNNN,BOTTOM WORKS: CPA430Y-NASNN-NNNNN,,0,,1,ST,90Z428573,"11,079.52"
2Q00,YIL,9002,Receive MFG KD,CPA430Y_0000000001,CPA430Y-NASNN-NNNNN,BOTTOM WORKS: CPA430Y-NASNN-NNNNN,,0,,1,ST,90Z428574,"11,079.52"
2Q00,YIL,9002,Receive MFG KD,CPA430Y_0000000001,CPA430Y-NASNN-NNNNN,BOTTOM WORKS: CPA430Y-NASNN-NNNNN,,0,,1,ST,90Z428579,"11,079.52"
2Q00,YIL,9002,Receive MFG KD,CPA430Y_0000000001,CPA430Y-NASNN-NNNNN,BOTTOM WORKS: CPA430Y-NASNN-NNNNN,,0,,1,ST,90Z428582,"11,079.52"
2Q00,YIL,9002,Receive MFG KD,CPA430Y_0000000001,CPA430Y-NASNN-NNNNN,BOTTOM WORKS: CPA430Y-NASNN-NNNNN,,0,,1,ST,90Z428583,"11,079.52"
2Q00,YIL,9002,Receive MFG KD,CPA430Y_0000000001,CPA430Y-NASNN-NNNNN,BOTTOM WORKS: CPA430Y-NASNN-NNNNN,,0,,1,ST,90Z428588,"11,079.52"
2Q00,YIL,9002,Receive MFG KD,CPA430Y_0000000001,CPA430Y-NASNN-NNNNN,BOTTOM WORKS: CPA430Y-NASNN-NNNNN,,0,,1,ST,90Z428591,"11,079.52"
2Q00,YIL,9002,Receive MFG KD,CPA430Y_0000000001,CPA430Y-NASNN-NNNNN,BOTTOM WORKS: CPA430Y-NASNN-NNNNN,,0,,1,ST,90Z428593,"11,079.52"
2Q00,YIL,9002,Receive MFG KD,CPA530Y_0000000013,CPA530Y-NCS4N-0NNNN/K2,BOTTOM WORKS: CPA530Y-NCS4N-0NNNN/K2,,0,,1,ST,90Z711917,"16,489.76"
2Q00,YIL,9002,Receive MFG KD,CPA110Y_0000000245,CPA110Y-NFS5J-BNNNN,BOTTOM WORKS: CPA110Y-NFS5J-BNNNN,,0,,1,ST,90Z711985,"22,567.93"
2Q00,YIL,9002,Receive MFG KD,CPA110Y_0000000245,CPA110Y-NFS5J-BNNNN,BOTTOM WORKS: CPA110Y-NFS5J-BNNNN,,0,,1,ST,90Z711986,"22,567.93"
2Q00,YIL,9002,Receive MFG KD,CPA110Y_0000000245,CPA110Y-NFS5J-BNNNN,BOTTOM WORKS: CPA110Y-NFS5J-BNNNN,,0,,1,ST,90Z711988,"22,567.93"
2Q00,YIL,9002,Receive MFG KD,CPA110Y_0000000245,CPA110Y-NFS5J-BNNNN,BOTTOM WORKS: CPA110Y-NFS5J-BNNNN,,0,,1,ST,90Z711992,"22,567.93"
2Q00,YIL,9002,Receive MFG KD,CPA110Y_0000000245,CPA110Y-NFS5J-BNNNN,BOTTOM WORKS: CPA110Y-NFS5J-BNNNN,,0,,1,ST,90Z711993,"22,567.93"
2Q00,YIL,9002,Receive MFG KD,CPA110Y_0000000245,CPA110Y-NFS5J-BNNNN,BOTTOM WORKS: CPA110Y-NFS5J-BNNNN,,0,,1,ST,90Z711994,"22,567.93"
2Q00,YIL,9002,Receive MFG KD,CPA110Y_0000000245,CPA110Y-NFS5J-BNNNN,BOTTOM WORKS: CPA110Y-NFS5J-BNNNN,,0,,1,ST,90Z711996,"22,567.93"
2Q00,YIL,9002,Receive MFG KD,CPA110Y_0000000245,CPA110Y-NFS5J-BNNNN,BOTTOM WORKS: CPA110Y-NFS5J-BNNNN,,0,,1,ST,90Z712006,"22,567.93"
2Q00,YIL,9002,Receive MFG KD,CPA110Y_0000000245,CPA110Y-NFS5J-BNNNN,BOTTOM WORKS: CPA110Y-NFS5J-BNNNN,,0,,1,ST,90Z712011,"22,567.93"
2Q00,YIL,9002,Receive MFG KD,CPA110Y_0000000245,CPA110Y-NFS5J-BNNNN,BOTTOM WORKS: CPA110Y-NFS5J-BNNNN,,0,,1,ST,90Z712013,"22,567.93"
2Q00,YIL,9002,Receive MFG KD,CPA110Y_0000000110,CPA110Y-NMA5G-9NNNN,BOTTOM WORKS: CPA110Y-NMA5G-9NNNN,,0,,1,ST,90Z712053,"32,275.75"
2Q00,YIL,9002,Receive MFG KD,CPA110Y_0000000111,CPA110Y-NMA5J-9NNNN,BOTTOM WORKS: CPA110Y-NMA5J-9NNNN,,0,,1,ST,90Z712056,"30,946.40"
2Q00,YIL,9002,Receive MFG KD,CPA110Y_0000000114,CPA110Y-NMB5J-9NNNN,BOTTOM WORKS: CPA110Y-NMB5J-9NNNN,,0,,1,ST,90Z712058,"30,946.40"
2Q00,YIL,9002,Receive MFG KD,CPA110Y_0000000180,CPA110Y-NVSNN-NNNNN/A1,BOTTOM WORKS: CPA110Y-NVSNN-NNNNN/A1,,0,,1,ST,90Z712068,"24,642.59"
2Q00,YIL,9002,Receive MFG KD,CPA110Y_0000000180,CPA110Y-NVSNN-NNNNN/A1,BOTTOM WORKS: CPA110Y-NVSNN-NNNNN/A1,,0,,1,ST,90Z712071,"24,642.59"
2Q00,YIL,9002,Receive MFG KD,CPA430Y_0000000058,CPA430Y-NASNN-NNNNN/A1,BOTTOM WORKS: CPA430Y-NASNN-NNNNN/A1,,0,,1,ST,90Z712081,"14,301.88"
2Q00,YIL,9002,Receive MFG KD,CPA430Y_0000000058,CPA430Y-NASNN-NNNNN/A1,BOTTOM WORKS: CPA430Y-NASNN-NNNNN/A1,,0,,1,ST,90Z712084,"14,301.88"
2Q00,YIL,9002,Receive MFG KD,CPA430Y_0000000058,CPA430Y-NASNN-NNNNN/A1,BOTTOM WORKS: CPA430Y-NASNN-NNNNN/A1,,0,,1,ST,90Z712085,"14,301.88"
2Q00,YIL,9002,Receive MFG KD,CPA530Y_0000000048,CPA530Y-NBH7N-0NNNN,BOTTOM WORKS: CPA530Y-NBH7N-0NNNN,,0,,1,ST,90Z712114,"19,910.06"
2Q00,YIL,9002,Receive MFG KD,CPA530Y_0000000048,CPA530Y-NBH7N-0NNNN,BOTTOM WORKS: CPA530Y-NBH7N-0NNNN,,0,,1,ST,90Z712115,"19,910.06"
2Q00,YIL,9002,Receive MFG KD,CPA530Y_0000000048,CPA530Y-NBH7N-0NNNN,BOTTOM WORKS: CPA530Y-NBH7N-0NNNN,,0,,1,ST,90Z712116,"19,910.06"
2Q00,YIL,9002,Receive MFG KD,CPA530Y_0000000048,CPA530Y-NBH7N-0NNNN,BOTTOM WORKS: CPA530Y-NBH7N-0NNNN,,0,,1,ST,90Z712117,"19,910.06"
2Q00,YIL,9002,Receive MFG KD,CPA530Y_0000000006,CPA530Y-NCS7N-0NNNN,BOTTOM WORKS: CPA530Y-NCS7N-0NNNN,,0,,1,ST,90Z717244,"12,112.36"
2Q00,YIL,9002,Receive MFG KD,CPA530Y_0000000006,CPA530Y-NCS7N-0NNNN,BOTTOM WORKS: CPA530Y-NCS7N-0NNNN,,0,,1,ST,90Z717245,"12,112.36"
2Q00,YIL,9002,Receive MFG KD,CPA530Y_0000000006,CPA530Y-NCS7N-0NNNN,BOTTOM WORKS: CPA530Y-NCS7N-0NNNN,,0,,1,ST,90Z717246,"12,112.36"
2Q00,YIL,9002,Receive MFG KD,CPA530Y_0000000006,CPA530Y-NCS7N-0NNNN,BOTTOM WORKS: CPA530Y-NCS7N-0NNNN,,0,,1,ST,90Z717247,"12,112.36"
2Q00,YIL,9002,Receive MFG KD,CPA530Y_0000000006,CPA530Y-NCS7N-0NNNN,BOTTOM WORKS: CPA530Y-NCS7N-0NNNN,,0,,1,ST,90Z717248,"12,112.36"
2Q00,YIL,9002,Receive MFG KD,CPA530Y_0000000006,CPA530Y-NCS7N-0NNNN,BOTTOM WORKS: CPA530Y-NCS7N-0NNNN,,0,,1,ST,90Z717249,"12,112.36"
2Q00,YIL,9002,Receive MFG KD,CPA530Y_0000000006,CPA530Y-NCS7N-0NNNN,BOTTOM WORKS: CPA530Y-NCS7N-0NNNN,,0,,1,ST,90Z717250,"12,112.36"
2Q00,YIL,9002,Receive MFG KD,CPA530Y_0000000006,CPA530Y-NCS7N-0NNNN,BOTTOM WORKS: CPA530Y-NCS7N-0NNNN,,0,,1,ST,90Z717251,"12,112.36"
2Q00,YIL,9002,Receive MFG KD,CPA530Y_0000000006,CPA530Y-NCS7N-0NNNN,BOTTOM WORKS: CPA530Y-NCS7N-0NNNN,,0,,1,ST,90Z717252,"12,112.36"
2Q00,YIL,9002,Receive MFG KD,CPA530Y_0000000006,CPA530Y-NCS7N-0NNNN,BOTTOM WORKS: CPA530Y-NCS7N-0NNNN,,0,,1,ST,90Z717253,"12,112.36"
2Q00,YIL,9002,Receive MFG KD,CPA530Y_0000000006,CPA530Y-NCS7N-0NNNN,BOTTOM WORKS: CPA530Y-NCS7N-0NNNN,,0,,1,ST,90Z717254,"12,112.36"
2Q00,YIL,9002,Receive MFG KD,CPA530Y_0000000006,CPA530Y-NCS7N-0NNNN,BOTTOM WORKS: CPA530Y-NCS7N-0NNNN,,0,,1,ST,90Z717255,"12,112.36"
2Q00,YIL,9002,Receive MFG KD,CPA530Y_0000000006,CPA530Y-NCS7N-0NNNN,BOTTOM WORKS: CPA530Y-NCS7N-0NNNN,,0,,1,ST,90Z717256,"12,112.36"
2Q00,YIL,9002,Receive MFG KD,CPA530Y_0000000006,CPA530Y-NCS7N-0NNNN,BOTTOM WORKS: CPA530Y-NCS7N-0NNNN,,0,,1,ST,90Z717257,"12,112.36"
2Q00,YIL,9002,Receive MFG KD,CPA530Y_0000000006,CPA530Y-NCS7N-0NNNN,BOTTOM WORKS: CPA530Y-NCS7N-0NNNN,,0,,1,ST,90Z717258,"12,112.36"
2Q00,YIL,9002,Receive MFG KD,CPA530Y_0000000006,CPA530Y-NCS7N-0NNNN,BOTTOM WORKS: CPA530Y-NCS7N-0NNNN,,0,,1,ST,90Z717259,"12,112.36"
2Q00,YIL,9002,Receive MFG KD,CPA530Y_0000000006,CPA530Y-NCS7N-0NNNN,BOTTOM WORKS: CPA530Y-NCS7N-0NNNN,,0,,1,ST,90Z717260,"12,112.36"
2Q00,YIL,9002,Receive MFG KD,CPA530Y_0000000006,CPA530Y-NCS7N-0NNNN,BOTTOM WORKS: CPA530Y-NCS7N-0NNNN,,0,,1,ST,90Z717261,"12,112.36"
2Q00,YIL,9002,Receive MFG KD,CPA530Y_0000000006,CPA530Y-NCS7N-0NNNN,BOTTOM WORKS: CPA530Y-NCS7N-0NNNN,,0,,1,ST,90Z717262,"12,112.36"
2Q00,YIL,9002,Receive MFG KD,CPA530Y_0000000006,CPA530Y-NCS7N-0NNNN,BOTTOM WORKS: CPA530Y-NCS7N-0NNNN,,0,,1,ST,90Z717263,"12,112.36"
